eventID,parentEventID,eventDate,country,locality,site,reef,Quadrat,decimalLongitude,decimalLatitude,minimumDepthInMeters,maximumDepthInMeters,coordinateUncertaintyInMeters,geodeticDatum,photo
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q010,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q010,-64.274401,-42.632535,,,,WGS84,IMG_5391 00214.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q011,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q011,-64.274401,-42.632535,,,,WGS84,IMG_5396 00219.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q012,-64.274401,-42.632535,,,,WGS84,IMG_5752 00384.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q013,-64.274401,-42.632535,,,,WGS84,IMG_5759 00387.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q014,-64.274401,-42.632535,,,,WGS84,IMG_5764 00388.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q015,-64.274401,-42.632535,,,,WGS84,IMG_5767 00389.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q016,-64.274401,-42.632535,,,,WGS84,IMG_5773 00391.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q017,-64.274401,-42.632535,,,,WGS84,IMG_5776 00392.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q018,-64.274401,-42.632535,,,,WGS84,IMG_5781 00396.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q019,-64.274401,-42.632535,,,,WGS84,IMG_5785 00397.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP1,Q020,-64.274401,-42.632535,,,,WGS84,IMG_5790 00401.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS,,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,,,,16,25,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2,,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,,,,,,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q001,-64.24525,-42.640833,,,,WGS84,IMG_5422 00223.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q002,-64.24525,-42.640833,,,,WGS84,IMG_5426 00225.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q003,-64.24525,-42.640833,,,,WGS84,IMG_5433 00230.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q004,-64.24525,-42.640833,,,,WGS84,IMG_5434 00231.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q005,-64.24525,-42.640833,,,,WGS84,IMG_5441 00235.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q006,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q006,-64.24525,-42.640833,,,,WGS84,IMG_5442 00236.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q007,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q007,-64.24525,-42.640833,,,,WGS84,IMG_5458 00250.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q008,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q008,-64.24525,-42.640833,,,,WGS84,IMG_5459 00251.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q009,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q009,-64.24525,-42.640833,,,,WGS84,IMG_5463 00253.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q010,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q010,-64.24525,-42.640833,,,,WGS84,IMG_5480 00268.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q011,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q011,-64.24525,-42.640833,,,,WGS84,IMG_5481 00269.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q012,-64.24525,-42.640833,,,,WGS84,IMG_5482 00270.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q013,-64.24525,-42.640833,,,,WGS84,IMG_5483 00271.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q014,-64.24525,-42.640833,,,,WGS84,IMG_5497 00280.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q015,-64.24525,-42.640833,,,,WGS84,IMG_5498 00281.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q016,-64.24525,-42.640833,,,,WGS84,IMG_5499 00282.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q017,-64.24525,-42.640833,,,,WGS84,IMG_5500 00283.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q018,-64.24525,-42.640833,,,,WGS84,IMG_5521 00298.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q019,-64.24525,-42.640833,,,,WGS84,IMG_5522 00299.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_CAVEFLOOR,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q020,-64.24525,-42.640833,,,,WGS84,IMG_5523 00300.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2,,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,,,,,,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q001,-64.24525,-42.640833,,,,WGS84,IMG_5430 00227.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q002,-64.24525,-42.640833,,,,WGS84,IMG_5437 00232.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q003,-64.24525,-42.640833,,,,WGS84,IMG_5438 00233.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q004,-64.24525,-42.640833,,,,WGS84,IMG_5445 00238.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q005,-64.24525,-42.640833,,,,WGS84,IMG_5446 00239.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q006,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q006,-64.24525,-42.640833,,,,WGS84,IMG_5447 00240.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q007,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q007,-64.24525,-42.640833,,,,WGS84,IMG_5466 00256.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q008,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q008,-64.24525,-42.640833,,,,WGS84,IMG_5467 00257.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q009,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q009,-64.24525,-42.640833,,,,WGS84,IMG_5468 00258.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q010,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q010,-64.24525,-42.640833,,,,WGS84,IMG_5469 00259.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q011,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q011,-64.24525,-42.640833,,,,WGS84,IMG_5470 00260.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q012,-64.24525,-42.640833,,,,WGS84,IMG_5471 00261.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q013,-64.24525,-42.640833,,,,WGS84,IMG_5472 00262.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q014,-64.24525,-42.640833,,,,WGS84,IMG_5503 00285.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q015,-64.24525,-42.640833,,,,WGS84,IMG_5504 00286.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q016,-64.24525,-42.640833,,,,WGS84,IMG_5505 00287.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q017,-64.24525,-42.640833,,,,WGS84,IMG_5506 00288.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q018,-64.24525,-42.640833,,,,WGS84,IMG_5507 00289.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q019,-64.24525,-42.640833,,,,WGS84,IMG_5508 00290.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_HORIZONTAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q020,-64.24525,-42.640833,,,,WGS84,IMG_5509 00291.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2,,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,,,,,,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q001,-64.24525,-42.640833,,,,WGS84,IMG_5425 00224.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q002,-64.24525,-42.640833,,,,WGS84,IMG_5432 00229.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q003,-64.24525,-42.640833,,,,WGS84,IMG_5440 00234.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q004,-64.24525,-42.640833,,,,WGS84,IMG_5443 00237.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q005,-64.24525,-42.640833,,,,WGS84,IMG_5456 00248.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q006,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q006,-64.24525,-42.640833,,,,WGS84,IMG_5457 00249.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q007,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q007,-64.24525,-42.640833,,,,WGS84,IMG_5462 00252.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q008,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q008,-64.24525,-42.640833,,,,WGS84,IMG_5474 00263.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q009,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q009,-64.24525,-42.640833,,,,WGS84,IMG_5476 00264.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q010,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q010,-64.24525,-42.640833,,,,WGS84,IMG_5477 00265.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q011,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q011,-64.24525,-42.640833,,,,WGS84,IMG_5478 00266.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q012,-64.24525,-42.640833,,,,WGS84,IMG_5479 00267.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q013,-64.24525,-42.640833,,,,WGS84,IMG_5492 00275.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q014,-64.24525,-42.640833,,,,WGS84,IMG_5493 00276.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q015,-64.24525,-42.640833,,,,WGS84,IMG_5494 00277.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q016,-64.24525,-42.640833,,,,WGS84,IMG_5495 00278.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q017,-64.24525,-42.640833,,,,WGS84,IMG_5496 00279.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q018,-64.24525,-42.640833,,,,WGS84,IMG_5518 00295.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q019,-64.24525,-42.640833,,,,WGS84,IMG_5519 00296.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q020,-64.24525,-42.640833,,,,WGS84,IMG_5520 00297.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2,,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,,,,,,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q001,-64.24525,-42.640833,,,,WGS84,IMG_5427 00226.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL_Q002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q002,-64.24525,-42.640833,,,,WGS84,IMG_5431 00228.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q003,-64.24525,-42.640833,,,,WGS84,IMG_5448 00241.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q004,-64.24525,-42.640833,,,,WGS84,IMG_5449 00242.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q005,-64.24525,-42.640833,,,,WGS84,IMG_5450 00243.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL_Q006,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q006,-64.24525,-42.640833,,,,WGS84,IMG_5452 00244.JPG
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL_Q007,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_VERTICAL,2019-03-22,ARGENTINA,PTOPIRAMIDES,PARDELAS,DEEP2,Q007,-64.24525,-42.640833,,,,WGS84,IMG_5453 00245.JPG
