occurrenceID,eventID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q003_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,56.26,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q004_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,34.3,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q005_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,7.68,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q006_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,66.5,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q006_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,35.28,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q007_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,91,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q008_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,68,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q009_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q009,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,72.52,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q005_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q010_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q010,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,71.78,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q011_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q011,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,79.2,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q007_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,27.44,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q008_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,35.64,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q012_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q012,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,88,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q013_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q013,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,87,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q014_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q014,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,60.14,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q015_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q015,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,72,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q016_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q016,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,63,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q009_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q009,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,31.36,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q010_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q010,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,16,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q011_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q011,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,37,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q012_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q012,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,30.07,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q014_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q014,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.96,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q016_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q016,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.98,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q013_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q013,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,48.5,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q017_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q017,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,75.24,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q018_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q018,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,83.16,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q019_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q019,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,75.24,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q020_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_OVERHANG_Q020,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,81,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q014_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q014,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,52.64,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q015_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q015,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,24.57,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q016_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q016,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,36.48,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q017_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q017,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,29.14,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q018_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q018,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,47.04,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q004_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1.78,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q005_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6.58,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q006_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,8.19,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q007_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,8.64,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q008_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.96,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q009_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q009,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,26.88,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q010_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q010,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.99,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q012_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q012,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1.78,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q013_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q013,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.99,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q014_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q014,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.93,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q015_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q015,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.93,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q016_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q016,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.95,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q019_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q019,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,49,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q020_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_VERTICAL_Q020,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,43.24,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q018_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_HORIZONTAL_Q018,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2.31,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q004_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP2_OVERHANG_Q004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q001_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q001,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2.67,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q003_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q004_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q004,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1.98,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q005_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,17.46,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q006_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q006,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,13.16,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q007_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.99,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q007_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q007,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,12.15,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q008_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q008,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6.79,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q003_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q003,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q005_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q005,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.99,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q009_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q009,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,21,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q010_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q010,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,18.81,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_OVERHANG_Q011_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_OVERHANG_Q011,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.98,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q011_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q011,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,5,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q012_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q012,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6.93,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q013_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q013,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6.93,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q014_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q014,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.96,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_OVERHANG_Q015_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_OVERHANG_Q015,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q016_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q016,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q017_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q017,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,3,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q011_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q011,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q015_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q015,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,9.8,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q019_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q019,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,0.96,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q017_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q017,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,7,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q018_001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q018,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,6.86,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q014_004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q014,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q020_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_HORIZONTAL_Q020,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,1,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q015_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q015,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q019_002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_CAVEFLOOR_Q019,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,10.56,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q017_003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID2_VERTICAL_Q017,cover,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/,2,percentage,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
