"","Name","Date","region","site","reef.name","reef.area","understory","Height..cm.","Latitude","Longitude","Depth","Camera","Photographer","Water.quality","Strobes","Framing.gear.used","White.balance.card","Comments","Annotation.status","Annotation.area","CD","Taxa","value","abundance"
"701","IMG_5580 00348.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","vertical","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"702","IMG_5584 00352.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","overhang","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",4,NA
"703","IMG_5591 00359.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","overhang","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"704","IMG_5594 00362.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","overhang","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",17,NA
"705","IMG_5595 00363.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","vertical","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",16,NA
"706","IMG_5602 00369.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","overhang","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",13,NA
"707","IMG_5603 00370.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","vertical","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",13,NA
"708","IMG_5612 00377.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","horizontal","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"709","IMG_5615 00379.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","overhang","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"710","IMG_5618 00380.jpg","22/03/2019","GolfoNuevo","Pardelas","Middle_West","overhang","no",45,-42.623778,-64.266139,"medium","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"711","IMG_5799 00402.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","horizontal","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",2,NA
"712","IMG_5806 00407.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"713","IMG_5812 00411.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"714","IMG_5813 00412.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",9,NA
"715","IMG_5816 00413.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",19,NA
"716","IMG_5817 00414.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",7,NA
"717","IMG_5843 00430.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",28,NA
"718","IMG_5844 00431.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",11,NA
"719","IMG_5846 00432.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"720","IMG_5848 00433.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",23,NA
"721","IMG_5849 00434.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",29,NA
"722","IMG_5851 00435.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",31,NA
"723","IMG_5852 00436.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",8,NA
"724","IMG_5854 00438.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"725","IMG_5855 00439.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"726","IMG_5859 00440.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",15,NA
"727","IMG_5860 00441.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",4,NA
"728","IMG_5861 00442.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",13,NA
"729","IMG_5863 00443.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",13,NA
"730","IMG_5864 00444.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",26,NA
"731","IMG_5865 00445.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",17,NA
"732","IMG_5866 00446.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",10,NA
"733","IMG_5867 00447.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",14,NA
"734","IMG_5868 00448.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",4,NA
"735","IMG_5869 00449.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"736","IMG_5870 00450.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",4,NA
"737","IMG_5871 00451.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",11,NA
"738","IMG_5872 00452.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",4,NA
"739","IMG_5873 00453.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",11,NA
"740","IMG_5874 00454.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",5,NA
"741","IMG_5879 00459.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",18,NA
"742","IMG_5880 00460.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",7,NA
"743","IMG_5881 00461.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",10,NA
"744","IMG_5882 00462.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"745","IMG_5883 00463.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"746","IMG_5897 00472.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",11,NA
"747","IMG_5898 00473.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",29,NA
"748","IMG_5929 00487.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"749","IMG_5930 00488.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",2,NA
"750","IMG_5931 00489.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"751","IMG_5939 00497.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"752","IMG_5943 00501.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",11,NA
"753","IMG_5955 00513.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"754","IMG_5957 00515.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",11,NA
"755","IMG_5960 00518.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",4,NA
"756","IMG_5963 00521.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",4,NA
"757","IMG_5971 00529.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"758","IMG_5975 00532.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",2,NA
"759","IMG_5976 00533.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",2,NA
"760","IMG_5979 00536.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"761","IMG_5981 00537.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",6,NA
"762","IMG_5982 00538.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",13,NA
"763","IMG_5983 00539.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",7,NA
"764","IMG_5984 00540.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",9,NA
"765","IMG_5985 00541.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",8,NA
"766","IMG_5986 00542.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",10,NA
"767","IMG_5990 00543.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",7,NA
"768","IMG_5991 00544.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",6,NA
"769","IMG_5992 00545.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",9,NA
"770","IMG_5995 00548.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",14,NA
"771","IMG_5996 00549.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",9,NA
"772","IMG_5997 00550.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",7,NA
"773","IMG_5999 00552.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"774","IMG_6001 00553.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",8,NA
"775","IMG_6004 00554.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",5,NA
"776","IMG_6009 00556.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",14,NA
"777","IMG_6012 00557.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"778","IMG_6013 00558.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",3,NA
"779","IMG_6014 00559.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aulacomya.atra",1,NA
"780","IMG_5131 00020.jpg","11/03/2019","GolfoNuevo","Pardelas","Middle_East(WE)","horizontal","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",1,NA
"781","IMG_5162 00050.jpg","11/03/2019","GolfoNuevo","Pardelas","Middle_East(WE)","overhang","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",15,NA
"782","IMG_5183 00070.jpg","11/03/2019","GolfoNuevo","Pardelas","Middle_East(WE)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",8,NA
"783","IMG_5202 00078.jpg","11/03/2019","GolfoNuevo","Pardelas","Middle_East(WE)","vertical","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",33,NA
"784","IMG_5251 00106.jpg","11/03/2019","GolfoNuevo","Pardelas","Shallow_West","vertical","no",45,-42.620258,-64.256885,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",12,NA
"785","IMG_5266 00120.jpg","11/03/2019","GolfoNuevo","Pardelas","Shallow_West","horizontal","no",45,-42.620258,-64.256885,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",2,NA
"786","IMG_5283 00135.jpg","11/03/2019","GolfoNuevo","Pardelas","Shallow_West","horizontal","no",45,-42.620258,-64.256885,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",2,NA
"787","IMG_5430 00227.jpg","22/03/2019","GolfoNuevo","Pardelas","Deep_East","horizontal","no",45,-42.640833,-64.24525,"deep","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",1,NA
"788","IMG_5496 00279.jpg","22/03/2019","GolfoNuevo","Pardelas","Deep_East","overhang","no",45,-42.640833,-64.24525,"deep","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",54,NA
"789","IMG_5502 00284.jpg","22/03/2019","GolfoNuevo","Pardelas","Deep_East","vertical","no",45,-42.640833,-64.24525,"deep","canon100d","Gonzalo","good","Light","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",1,NA
"790","IMG_5807 00408.jpg","26/03/2019","GolfoNuevo","Pardelas","Middle_East(SN)","horizontal","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",1,NA
"791","IMG_5926 00485.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",16,NA
"792","IMG_5931 00489.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","overhang","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",10,NA
"793","IMG_5950 00508.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","vertical","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",12,NA
"794","IMG_5997 00550.jpg","26/03/2019","GolfoNuevo","Pardelas","Shallow_East","horizontal","no",45,-42.620333,-64.253717,"shallow","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Anthothoe.chilensis",1,NA
"795","IMG_5131 00020.jpg","11/03/2019","GolfoNuevo","Pardelas","Middle_East(WE)","horizontal","no",45,-42.624056,-64.260222,"medium","canon100d","Gonzalo","good","two","25x25cm","yes","First samples","Confirmed","X: 0 - 100% / Y: 0 - 100%","C","Aplidium.sp.",3,NA
